Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Unit_Price,Discount,Tax,Payment_Method,Order_Status
O00059,2025-02-20,C0028,P0029,S008,4,773.79,309.52,0,UPI,Completed
O00060,2025-04-08,C0083,P0023,S001,7,888.86,622.2,0,Cash,Cancelled
O00061,2025-01-26,C0059,P0006,S004,10,1428.87,0.0,0,UPI,Completed
O00062,2025-10-28,C0017,P0037,S004,2,1625.66,162.57,0,Card,Completed
O00063,2025-05-22,C0030,P0022,S003,10,229.27,0.0,0,Card,Returned
O00064,2025-03-09,C0070,P0017,S003,2,2005.24,0.0,0,Cash,Completed
O00065,2025-05-16,C0031,P0038,S006,1,1329.92,66.5,0,Cash,Completed
O00066,2025-08-18,C0054,P0034,S002,2,582.17,174.65,0,UPI,Completed
O00067,2025-12-04,C0014,P0029,S009,4,773.79,0.0,0,UPI,Completed
O00068,2025-12-18,C0004,P0004,S008,7,918.38,964.3,0,Cash,Completed
O00069,2025-02-03,C0057,P0005,S002,6,1505.51,451.65,0,Card,Completed
O00070,2025-11-02,C0082,P0038,S009,6,1329.92,1196.93,0,UPI,Completed
O00071,2025-08-09,C0078,P0028,S002,2,2096.23,209.62,0,Net Banking,Completed
O00072,2025-02-18,C0053,P0022,S008,7,229.27,240.73,0,UPI,Completed
O00073,2025-02-04,C0086,P0017,S006,3,2005.24,902.36,0,Cash,Completed
O00074,2025-10-12,C0012,P0028,S002,6,2096.23,628.87,0,Cash,Completed
O00075,2025-07-01,,P0036,S006,2,1065.1,319.53,0,Net Banking,Completed
O00076,2025-06-30,C0093,P0004,S005,10,918.38,918.38,0,Cash,Completed
O00077,2025-06-29,C0028,P0010,S008,4,1826.7,0.0,0,UPI,Completed
O00078,2025-11-08,C0036,P0037,S004,7,1625.66,0.0,0,UPI,Completed
O00079,2025-01-04,C0035,P0045,S005,6,1902.16,1141.3,0,Card,Completed
O00080,2025-11-21,C0073,P0043,S007,2,1377.28,137.73,0,Cash,Completed
O00081,2025-06-24,C0068,P0014,S007,7,1255.9,1318.7,0,Card,Completed
O00082,2025-01-27,C0093,P0021,S010,10,1301.36,0.0,0,Card,Completed
O00083,2025-12-05,C0080,P0004,S002,5,918.38,688.78,0,Net Banking,Completed
O00084,2025-06-26,C0057,P0027,S005,4,1703.9,0.0,0,Net Banking,Completed
O00085,2025-01-24,C0087,P0044,S010,8,2159.63,1727.7,0,Card,Completed
O00086,2025-04-19,C0077,P0004,S001,4,918.38,367.35,0,Card,Completed
O00087,2025-08-09,C0038,P0021,S002,1,1301.36,195.2,0,Card,Completed
O00088,2025-02-06,C0069,P0046,S004,9,754.49,679.04,0,Net Banking,Completed
O00089,2025-06-10,C0006,P0028,S001,8,2096.23,0.0,0,Net Banking,Completed
O00090,2025-07-27,C0091,P0041,S007,5,1612.03,0.0,0,Cash,Returned
O00091,2025-08-12,C0022,P0040,S008,6,1024.91,0.0,0,Cash,Completed
O00092,2025-06-08,C0076,P0026,S009,2,1712.19,513.66,0,UPI,Completed
O00093,2025-09-29,C0100,P0011,S002,9,1174.63,0.0,0,Card,Cancelled
O00094,2025-03-16,C0045,P0023,S003,4,888.86,0.0,0,UPI,Completed
O00095,2025-08-26,C0078,P0010,S002,3,1826.7,822.01,0,Net Banking,Completed
O00096,2025-03-19,C0073,P0042,S010,6,1300.38,780.23,0,Net Banking,Completed
O00097,2025-06-30,C0057,P0041,S005,5,1612.03,0.0,0,Cash,Completed
O00098,2025-02-09,C0058,P0003,S001,6,1858.13,1114.88,0,Cash,Completed
O00099,2025-08-19,C0065,P0025,S008,10,221.76,0.0,0,Card,Completed
O00100,2025-02-22,C0061,P0033,S003,1,1226.2,183.93,0,UPI,Returned
O00101,2025-12-29,C0011,P0033,S003,1,1226.2,61.31,0,Net Banking,Returned
O00102,2025-07-10,C0068,P0034,S010,3,582.17,174.65,0,UPI,Completed
O00103,2025-02-03,C0100,P0022,S010,1,229.27,22.93,0,UPI,Completed
O00104,2025-06-20,C0087,P0025,S005,5,221.76,55.44,0,Cash,Completed
O00105,2025-11-01,C0019,P0023,S005,7,888.86,311.1,0,Cash,Completed
O00106,2025-11-27,C0049,P0042,S006,3,1300.38,0.0,0,Net Banking,Completed
O00107,2025-06-24,C0003,P0024,S005,3,288.47,43.27,0,Net Banking,Completed
O00108,2025-09-17,C0018,P0010,S002,5,1826.7,0.0,0,Cash,Completed
O00109,2025-03-20,C0099,P0040,S003,10,1024.91,1537.37,0,Card,Completed
O00110,2025-01-23,C0089,P0050,S010,3,955.7,430.07,0,Net Banking,Completed
O00111,2025-08-18,C0093,P0016,S008,10,1450.9,1450.9,0,Card,Completed
O00112,2025-08-25,C0040,P0031,S004,6,1248.18,1123.36,0,UPI,Completed
O00113,2025-11-06,C0065,P0034,S007,3,582.17,87.33,0,Card,Completed
O00114,2025-12-31,C0007,P0042,S008,6,1300.38,0.0,0,Cash,Completed
O00115,2025-08-12,C0098,P0011,S005,8,1174.63,469.85,0,Cash,Cancelled
O00116,2025-01-28,C0029,P0029,S006,1,773.79,116.07,0,Net Banking,Completed
O00117,2025-01-15,C0031,P0025,S002,6,221.76,66.53,0,UPI,Cancelled
O00118,2025-01-20,C0092,P0042,S006,3,1300.38,195.06,0,UPI,Cancelled
O00119,2025-11-12,C0061,P0045,S003,8,1902.16,2282.59,0,Cash,Cancelled
O00120,2025-02-26,C0003,P0017,S004,3,2005.24,902.36,0,UPI,Completed
O00121,2025-02-02,C0016,P0004,S004,7,918.38,964.3,0,Cash,Completed
O00122,2025-03-15,C0064,P0039,S009,1,603.51,30.18,0,UPI,Completed
O00123,2025-04-06,C0079,P0023,S004,10,888.86,1333.29,0,Cash,Completed
O00124,2025-07-19,C0047,P0005,S009,9,1505.51,0.0,0,Net Banking,Completed
O00125,2025-02-04,C0050,P0024,S005,1,288.47,28.85,0,UPI,Completed
O00126,2025-03-10,C0085,P0041,S002,10,1612.03,1612.03,0,Cash,Completed
O00127,2025-11-20,C0044,P0042,S003,8,1300.38,1560.46,0,Card,Completed
O00128,2025-04-14,C0009,P0046,S008,1,754.49,75.45,0,Cash,Completed
O00129,2025-10-06,C0006,P0021,S005,9,1301.36,1756.84,0,Net Banking,Completed
O00130,2025-01-25,C0097,P0042,S004,5,1300.38,650.19,0,UPI,Completed
O00131,2025-06-23,C0048,P0028,S007,8,2096.23,2515.48,0,Card,Completed
O00132,2025-08-06,C0064,P0024,S009,5,288.47,0.0,0,Cash,Completed
O00133,2025-02-10,C0024,P0035,S005,6,259.13,0.0,0,UPI,Completed
O00134,2025-12-20,C0040,P0029,S010,7,773.79,270.83,0,Net Banking,Completed
O00135,2025-05-21,C0006,P0047,S006,10,1161.35,1742.02,0,Cash,Completed
O00136,2025-01-16,C0082,P0026,S006,9,1712.19,770.49,0,Card,Completed
O00137,2025-05-01,C0087,P0029,S001,3,773.79,0.0,0,UPI,Completed
O00138,2025-07-09,C0073,P0003,S010,3,1858.13,836.16,0,UPI,Completed
O00139,2025-07-23,C0010,P0037,S003,9,1625.66,1463.09,0,UPI,Completed
O00140,2025-09-23,C0032,P0008,S001,3,1176.73,529.53,0,Net Banking,Cancelled
O00141,2025-11-10,C0016,P0017,S005,8,2005.24,802.1,0,UPI,Completed
O00142,2025-08-20,C0063,P0013,S002,3,748.7,0.0,0,Card,Completed
O00143,2025-10-09,C0057,P0006,S006,6,1428.87,0.0,0,UPI,Completed
O00144,2025-03-04,C0021,P0046,S003,6,754.49,226.35,0,Card,Completed
O00145,2025-08-28,C0031,P0032,S001,6,2118.05,1270.83,0,Card,Completed
O00146,2025-09-27,C0012,P0005,S005,7,1505.51,1580.79,0,Net Banking,Completed
O00147,2025-08-19,C0074,P0005,S003,6,1505.51,0.0,0,Net Banking,Completed
O00148,2025-03-08,C0045,P0009,S009,10,2290.86,1145.43,0,Net Banking,Completed
O00149,2025-03-26,C0008,P0008,S009,3,1176.73,353.02,0,Card,Completed
O00150,2025-02-10,C0091,P0015,S006,9,746.48,671.83,0,UPI,Completed
O00151,2025-09-15,C0071,P0018,S003,5,1251.95,0.0,0,Card,Completed
O00152,2025-10-16,C0075,P0010,S003,10,1826.7,1826.7,0,Cash,Completed
O00153,2025-11-30,C0004,P0006,S001,10,1428.87,1428.87,0,Card,Completed
O00154,2025-11-25,C0054,P0040,S001,8,1024.91,819.93,0,UPI,Completed
O00155,2025-12-19,C0088,P0026,S005,8,1712.19,0.0,0,Cash,Completed
O00156,2025-11-07,C0054,P0031,S008,4,1248.18,499.27,0,Card,Completed
O00157,2025-07-09,C0092,P0021,S006,7,1301.36,455.48,0,Cash,Completed
O00158,2025-03-14,C0060,P0008,S005,8,1176.73,470.69,0,Cash,Completed
O00159,2025-06-17,C0050,P0040,S007,4,1024.91,204.98,0,UPI,Completed
O00160,2025-06-07,C0021,P0032,S009,8,2118.05,2541.66,0,Net Banking,Completed
O00161,2025-10-26,C0051,P0033,S008,4,1226.2,245.24,0,UPI,Completed
O00162,2025-10-02,C0037,P0032,S010,8,2118.05,1694.44,0,Cash,Completed
O00163,2025-07-07,C0056,P0009,S005,6,2290.86,2061.77,0,Cash,Completed
O00164,2025-02-07,C0073,P0036,S004,6,1065.1,639.06,0,Net Banking,Completed
O00165,2025-03-07,C0098,P0036,S005,10,1065.1,0.0,0,Cash,Completed
O00166,2025-11-05,C0044,P0036,S006,3,1065.1,159.76,0,Net Banking,Completed
O00167,2025-09-23,C0006,P0003,S003,6,1858.13,1672.32,0,Net Banking,Completed
O00168,2025-03-25,C0066,P0009,S006,10,2290.86,2290.86,0,Net Banking,Returned
O00169,2025-12-29,C0095,P0020,S010,6,1439.39,1295.45,0,UPI,Completed
O00170,2025-10-26,C0003,P0024,S006,2,288.47,86.54,0,UPI,Completed
O00171,2025-05-16,C0093,P0045,S001,10,1902.16,2853.24,0,Card,Completed
O00172,2025-03-17,C0075,P0031,S003,9,1248.18,1685.04,0,Card,Completed
O00173,2025-06-10,C0090,P0008,S004,1,1176.73,176.51,0,Net Banking,Completed
O00174,2025-02-01,C0089,P0014,S007,9,1255.9,1695.46,0,Card,Completed
O00175,2025-06-10,C0072,P0021,S008,9,1301.36,1756.84,0,Card,Completed
O00176,2025-11-09,C0069,P0022,S009,6,229.27,137.56,0,Net Banking,Completed
O00177,2025-06-02,C0032,P0018,S009,5,1251.95,312.99,0,UPI,Completed
O00178,2025-06-28,C0089,P0046,S008,6,754.49,679.04,0,UPI,Completed
O00179,2025-06-26,C0074,P0044,S009,7,2159.63,2267.61,0,Card,Completed
O00180,2025-12-02,C0037,P0046,S002,6,754.49,679.04,0,UPI,Completed
O00181,2025-03-12,C0028,P0013,S009,5,748.7,374.35,0,Cash,Completed
O00182,2025-11-23,C0076,P0016,S004,1,1450.9,72.55,0,Card,Completed
O00183,2025-01-03,C0053,P0022,S008,2,229.27,22.93,0,Card,Completed
O00184,2025-05-27,C0061,P0031,S004,5,1248.18,624.09,0,Cash,Cancelled
O00185,2025-03-31,C0012,P0042,S010,4,1300.38,0.0,0,Net Banking,Completed
O00186,2025-05-29,C0023,P0003,S007,8,1858.13,743.25,0,Cash,Completed
O00187,2025-08-21,C0073,P0039,S002,6,603.51,362.11,0,Net Banking,Completed
O00188,2025-02-27,C0018,P0033,S008,5,1226.2,306.55,0,UPI,Completed
O00189,2025-06-22,C0059,P0042,S005,3,1300.38,0.0,0,UPI,Completed
O00190,2025-08-07,C0097,P0013,S003,10,748.7,1123.05,0,UPI,Completed
O00191,2025-06-15,C0086,P0007,S003,3,1370.89,616.9,0,Card,Completed
O00192,2025-06-04,C0050,P0016,S008,5,1450.9,725.45,0,Cash,Completed
O00193,2025-08-27,C0047,P0045,S004,1,1902.16,0.0,0,UPI,Completed
O00194,2025-07-08,C0088,P0033,S005,2,1226.2,245.24,0,Card,Completed
O00195,2025-08-01,C0018,P0031,S003,8,1248.18,998.54,0,Net Banking,Completed
O00196,2025-09-27,C0086,P0014,S004,10,1255.9,0.0,0,Net Banking,Completed
O00197,2025-10-08,C0047,P0005,S010,2,1505.51,0.0,0,Card,Completed
O00198,2025-03-01,C0020,P0011,S006,9,1174.63,1585.75,0,Card,Completed
O00199,2025-08-21,C0063,P0006,S009,8,1428.87,0.0,0,Card,Completed
O00200,2025-12-11,C0059,P0037,S001,9,1625.66,2194.64,0,UPI,Completed
O00201,2025-01-24,C0051,P0017,S001,4,2005.24,0.0,0,Net Banking,Completed
O00202,2025-01-17,C0009,P0035,S001,2,259.13,77.74,0,UPI,Completed
O00203,2025-08-18,C0099,P0009,S007,6,2290.86,2061.77,0,Net Banking,Completed
O00204,2025-03-02,C0088,P0043,S009,3,1377.28,413.18,0,Card,Returned
O00205,2025-01-12,C0051,P0034,S003,4,582.17,0.0,0,UPI,Completed
O00206,2025-04-28,C0093,P0035,S007,9,259.13,349.83,0,Card,Completed
O00207,2025-12-05,C0020,P0018,S004,2,1251.95,0.0,0,Net Banking,Completed
O00208,2025-11-01,C0003,P0016,S004,2,1450.9,0.0,0,Cash,Completed
O00209,2025-07-25,C0087,P0046,S001,4,754.49,0.0,0,Net Banking,Completed
O00210,2025-04-30,C0028,P0049,S001,3,969.43,290.83,0,UPI,Completed
O00211,2025-03-15,C0099,P0044,S006,4,2159.63,863.85,0,Card,Completed
O00212,2025-11-17,C0036,P0004,S009,10,918.38,459.19,0,Net Banking,Completed
O00213,2025-12-23,C0007,P0023,S007,9,888.86,799.97,0,Net Banking,Completed
O00214,2025-05-04,C0039,P0025,S003,9,221.76,299.38,0,Card,Completed
O00215,2025-08-02,C0091,P0010,S008,1,1826.7,274.0,0,Card,Completed
O00216,2025-07-09,C0033,P0014,S006,2,1255.9,376.77,0,Cash,Completed
O00217,2025-02-07,C0025,P0004,S005,7,918.38,0.0,0,Card,Completed
O00218,2025-04-17,C0076,P0047,S009,4,1161.35,696.81,0,UPI,Completed
O00219,2025-05-05,C0002,P0014,S004,2,1255.9,376.77,0,Card,Completed
O00220,2025-08-27,C0031,P0036,S006,5,1065.1,798.82,0,UPI,Completed
O00221,2025-08-29,C0047,P0033,S008,8,1226.2,0.0,0,UPI,Cancelled
O00222,2025-03-16,C0048,P0021,S007,1,1301.36,65.07,0,Cash,Completed
O00223,2025-04-11,C0075,P0038,S007,5,1329.92,332.48,0,UPI,Completed
O00224,2025-05-12,C0073,P0016,S008,9,1450.9,1305.81,0,Net Banking,Returned
O00225,2025-06-30,C0083,P0048,S008,8,181.2,72.48,0,Card,Completed
O00226,2025-09-26,C0070,P0032,S003,9,2118.05,0.0,0,Cash,Completed
O00227,2025-03-12,C0010,P0043,S001,1,1377.28,206.59,0,Card,Completed
O00228,2025-07-11,C0020,P0001,S004,9,1383.98,1868.37,0,Cash,Completed
O00229,2025-01-04,C0086,P0040,S008,8,1024.91,0.0,0,Net Banking,Completed
O00230,2025-01-09,C0068,P0047,S005,9,1161.35,1045.21,0,Net Banking,Completed
O00231,2025-05-04,C0023,P0007,S002,9,1370.89,616.9,0,Card,Completed
O00232,2025-07-11,C0033,P0023,S005,7,888.86,0.0,0,Net Banking,Completed
O00233,2025-12-01,C0032,P0045,S004,5,1902.16,0.0,0,Cash,Completed
O00234,2025-11-23,C0049,P0025,S009,8,221.76,0.0,0,Cash,Completed
O00235,2025-09-28,C0011,P0032,S007,6,2118.05,0.0,0,Cash,Completed
O00236,2025-02-08,C0089,P0037,S008,5,1625.66,0.0,0,UPI,Completed
O00237,2025-01-09,C0073,P0043,S001,3,1377.28,413.18,0,Card,Completed
O00238,2025-03-25,C0097,P0046,S007,2,754.49,150.9,0,Card,Completed
O00239,2025-03-13,C0050,P0044,S009,6,2159.63,1943.67,0,Cash,Completed
O00240,2025-02-08,C0045,P0004,S002,7,918.38,321.43,0,UPI,Completed
O00241,2025-11-21,C0079,P0039,S007,6,603.51,0.0,0,UPI,Completed
O00242,2025-08-10,C0058,P0032,S004,6,2118.05,1906.25,0,Card,Completed
O00243,2025-05-07,C0085,P0025,S002,10,221.76,221.76,0,Cash,Completed
O00244,2025-07-04,C0020,P0025,S003,7,221.76,155.23,0,Cash,Completed
O00245,2025-03-09,C0040,P0029,S006,5,773.79,0.0,0,Cash,Completed
O00246,2025-02-22,C0058,P0036,S009,9,1065.1,1437.88,0,Cash,Completed
O00247,2025-07-17,C0071,P0006,S010,10,1428.87,1428.87,0,Cash,Completed
O00248,2025-10-20,C0050,P0050,S002,9,955.7,430.07,0,Card,Completed
O00249,2025-09-10,C0022,P0009,S005,5,2290.86,1145.43,0,Card,Completed
O00250,2025-02-09,C0056,P0018,S007,5,1251.95,938.96,0,UPI,Completed
O00251,2025-08-23,C0032,P0047,S008,10,1161.35,580.68,0,Cash,Completed
O00252,2025-06-18,C0001,P0026,S006,10,1712.19,2568.29,0,Net Banking,Completed
O00253,2025-11-05,C0084,P0039,S003,5,603.51,301.76,0,Card,Completed
O00254,2025-10-22,C0023,P0026,S006,5,1712.19,1284.14,0,Card,Completed
O00255,2025-10-31,C0036,P0026,S006,2,1712.19,171.22,0,Card,Completed
O00256,2025-05-30,C0071,P0002,S008,4,1919.77,1151.86,0,Cash,Completed
O00257,2025-05-04,C0053,P0044,S008,3,2159.63,647.89,0,UPI,Completed
O00258,2025-11-03,C0092,P0028,S007,2,2096.23,628.87,0,Net Banking,Completed
O00259,2025-07-04,C0069,P0033,S007,9,1226.2,0.0,0,Cash,Completed
O00260,2025-10-16,C0032,P0043,S006,3,1377.28,0.0,0,Net Banking,Returned
O00261,2025-05-13,C0043,P0028,S002,1,2096.23,0.0,0,Card,Completed
O00262,2025-08-17,C0067,P0036,S010,10,1065.1,532.55,0,UPI,Completed
O00263,2025-06-26,C0099,P0044,S010,9,2159.63,971.83,0,Cash,Completed
O00264,2025-06-28,C0038,P0027,S002,2,1703.9,170.39,0,UPI,Completed
O00265,2025-02-19,C0027,P0034,S008,6,582.17,523.95,0,Net Banking,Completed
O00266,2025-12-30,C0058,P0021,S002,5,1301.36,0.0,0,Cash,Completed
O00267,2025-09-22,C0044,P0042,S002,3,1300.38,195.06,0,Card,Completed
O00268,2025-07-27,C0043,P0036,S007,8,1065.1,426.04,0,Card,Completed
O00269,2025-08-19,C0085,P0028,S007,1,2096.23,104.81,0,Net Banking,Completed
O00270,2025-10-23,C0091,P0014,S004,5,1255.9,0.0,0,Cash,Completed
O00271,2025-08-23,C0069,P0012,S006,6,2046.14,613.84,0,Cash,Completed
O00272,2025-11-09,C0063,P0034,S006,10,582.17,873.25,0,Net Banking,Completed
O00273,2025-12-11,C0045,P0023,S008,10,888.86,444.43,0,UPI,Cancelled
O00274,2025-05-03,C0076,P0006,S003,6,1428.87,0.0,0,UPI,Completed
O00275,2025-08-03,C0048,P0045,S003,9,1902.16,2567.92,0,Card,Completed
O00276,2025-10-12,C0055,P0012,S008,9,2046.14,920.76,0,Card,Completed
O00277,2025-07-03,C0018,P0012,S006,8,2046.14,0.0,0,Cash,Completed
O00278,2025-07-29,C0025,P0025,S009,9,221.76,299.38,0,Net Banking,Completed
O00279,2025-04-23,C0057,P0032,S003,2,2118.05,0.0,0,UPI,Completed
O00280,2025-10-17,C0029,P0035,S005,3,259.13,116.61,0,Net Banking,Completed
O00281,2025-10-05,C0015,P0037,S002,5,1625.66,812.83,0,Cash,Completed
O00282,2025-12-01,C0057,P0035,S004,7,259.13,0.0,0,Card,Completed
O00283,2025-08-13,C0005,P0029,S005,6,773.79,0.0,0,Cash,Completed
O00284,2025-03-26,C0031,P0014,S010,6,1255.9,1130.31,0,Card,Completed
O00285,2025-11-02,C0027,P0004,S010,6,918.38,551.03,0,Card,Completed
O00286,2025-09-21,C0091,P0019,S005,10,273.93,273.93,0,Cash,Completed
O00287,2025-12-26,C0097,P0027,S001,5,1703.9,425.98,0,Card,Completed
O00288,2025-03-14,C0092,P0021,S004,7,1301.36,1366.43,0,UPI,Completed
O00289,2025-09-21,C0049,P0029,S002,2,773.79,232.14,0,UPI,Completed
O00290,2025-02-17,C0048,P0030,S008,6,267.11,0.0,0,Net Banking,Completed
O00291,2025-04-22,C0090,P0023,S002,9,888.86,1199.96,0,Net Banking,Completed
O00292,2025-10-08,C0064,P0018,S006,5,1251.95,625.98,0,Card,Completed
O00293,2025-11-17,C0063,P0022,S001,1,229.27,0.0,0,Net Banking,Completed
O00294,2025-04-14,C0021,P0029,S008,1,773.79,116.07,0,Card,Completed
O00295,2025-05-09,C0039,P0011,S005,2,1174.63,234.93,0,Cash,Completed
O00296,2025-12-25,C0084,P0011,S001,7,1174.63,822.24,0,Card,Completed
O00297,2025-09-02,C0012,P0046,S002,1,754.49,37.72,0,Cash,Completed
O00298,2025-12-23,C0029,P0034,S008,1,582.17,0.0,0,UPI,Completed
O00299,2025-04-28,C0055,P0045,S003,8,1902.16,0.0,0,Net Banking,Completed
O00300,2025-03-12,C0014,P0007,S006,6,1370.89,822.53,0,Net Banking,Completed
O00301,2025-11-09,C0097,P0009,S003,2,2290.86,0.0,0,Card,Completed
O00302,2025-04-22,C0093,P0014,S003,7,1255.9,1318.7,0,Cash,Completed
O00303,2025-06-29,C0018,P0049,S002,10,969.43,1454.14,0,Net Banking,Completed
O00304,2025-10-11,C0018,P0016,S005,2,1450.9,145.09,0,UPI,Completed
O00305,2025-07-20,C0089,P0002,S005,4,1919.77,383.95,0,UPI,Completed
O00306,2025-09-13,C0031,P0032,S007,2,2118.05,211.81,0,Cash,Completed
O00307,2025-10-19,C0002,P0024,S006,3,288.47,129.81,0,Net Banking,Completed
O00308,2025-10-28,C0088,P0012,S008,2,2046.14,0.0,0,Cash,Completed
O00309,2025-11-18,C0028,P0003,S001,7,1858.13,1300.69,0,Net Banking,Completed
O00310,2025-05-23,C0052,P0006,S009,9,1428.87,642.99,0,Cash,Completed
O00311,2025-07-20,C0066,P0014,S003,9,1255.9,1130.31,0,Cash,Completed
O00312,2025-02-14,C0056,P0047,S004,1,1161.35,58.07,0,Net Banking,Completed
O00313,2025-03-03,C0079,P0039,S001,5,603.51,150.88,0,Cash,Completed
O00314,2025-09-25,C0090,P0001,S003,8,1383.98,1107.18,0,UPI,Completed
O00315,2025-06-21,C0017,P0048,S005,2,181.2,0.0,0,Net Banking,Completed
O00316,2025-08-22,C0009,P0017,S010,2,2005.24,601.57,0,UPI,Completed
O00317,2025-02-22,C0073,P0011,S006,3,1174.63,352.39,0,Cash,Completed
O00318,2025-01-24,C0066,P0001,S001,1,1383.98,69.2,0,Net Banking,Completed
O00319,2025-04-25,C0020,P0012,S001,9,2046.14,2762.29,0,UPI,Completed
O00320,2025-03-03,C0093,P0021,S005,2,1301.36,260.27,0,Cash,Completed
O00321,2025-05-25,C0067,P0003,S007,2,1858.13,557.44,0,UPI,Completed
